timestamp,machine_id,vibration,temperature,pressure,acoustic,flow_rate
2022-01-01 00:00:00,1,0.5496714153011233,75.40310604477084,30.733962906995906,51.67561733625471,103.87717529585217
2022-01-01 01:00:00,1,0.4861735698828815,73.89369892679775,30.209122904218916,49.13129560625847,118.86367411432414
2022-01-01 02:00:00,1,0.5647688538100692,72.19253077854427,27.507092477351065,53.45448403010361,91.75217695549581
2022-01-01 03:00:00,1,0.6523029856408026,73.18943028713203,32.694112650160626,53.59092586547258,107.92473190702721
2022-01-01 04:00:00,1,0.4765846625276664,70.90086177748475,28.51419814320669,48.14618127509074,106.67288495509518
2022-01-01 05:00:00,1,0.4765863043050819,71.51056528648212,30.882093015159864,48.68917349828693,101.93005648064309
2022-01-01 06:00:00,1,0.6579212815507391,71.10512615575523,28.105273032053095,50.134799559856724,98.97766403810513
2022-01-01 07:00:00,1,0.5767434729152909,69.99969377186223,34.963863286355476,48.00486602920089,97.26717480475453
2022-01-01 08:00:00,1,0.4530525614065048,73.76686941915641,32.65003412477991,54.901085443864865,108.30228797021697
2022-01-01 09:00:00,1,0.5542560043585965,71.80641053100197,28.451172968955245,48.76281970633461,104.78494377171313
2022-01-01 10:00:00,1,0.4536582307187538,65.5964248444652,30.176921190053864,52.73257572156193,103.32840451149194
2022-01-01 11:00:00,1,0.4534270246429743,72.64437192761326,27.941545303685984,45.50819630491955,105.3855515952164
2022-01-01 12:00:00,1,0.5241962271566034,71.23623533189652,29.28802751499488,47.681346592601244,99.32531822703231
2022-01-01 13:00:00,1,0.3086719755342202,73.0570673445755,30.84589251053436,46.743925794026666,107.91100019497715
2022-01-01 14:00:00,1,0.3275082167486967,69.47896543192486,31.690094642809292,46.267373923482936,93.14415139382457
2022-01-01 15:00:00,1,0.4437712470759027,74.05870156883579,27.523226829349284,48.45092679507667,101.10332471280891
2022-01-01 16:00:00,1,0.39871688796655763,69.69295724566922,28.50288488989303,51.10245767849193,99.65408203318457
2022-01-01 17:00:00,1,0.5314247332595274,73.61939843300273,31.883530736173583,54.60032538074067,97.95403603726969
2022-01-01 18:00:00,1,0.4091975924478789,67.71764242024744,32.64782586727535,49.39337751857842,100.80060515256379
2022-01-01 19:00:00,1,0.3587696298664709,68.06372972950524,28.45374583020747,50.245609093861326,94.15921827543272
2022-01-01 20:00:00,1,0.6465648768921555,73.01026261605062,31.9137104040972,51.01782734104416,125.6917879794338
2022-01-01 21:00:00,1,0.47742236995134646,68.34113303127629,27.528815026330516,47.81464026305919,111.79481635566268
2022-01-01 22:00:00,1,0.5067528204687923,81.0289134737408,29.404997889645102,49.928546245698996,111.7190524686267
2022-01-01 23:00:00,1,0.3575251813786543,72.83222493389513,27.711183956085645,56.262982413716585,106.32004564570846
2022-01-02 00:00:00,1,0.44556172754748175,70.12461743077101,29.1885281746969,51.16448007015469,109.60928143536314
2022-01-02 01:00:00,1,0.5110922589709866,74.09950388379424,33.81854457470375,56.26219558876769,109.44806639211558
2022-01-02 02:00:00,1,0.3849006422577697,67.59659795011741,29.890198112619185,50.072000560242614,97.3697115198694
2022-01-02 03:00:00,1,0.5375698018345672,74.61507409616509,29.436137065900052,48.13918924427742,97.20984336659943
2022-01-02 04:00:00,1,0.4399361310081195,74.47617608331767,28.87045119280381,53.13053188127725,92.1488276070562
2022-01-02 05:00:00,1,0.4708306250206723,76.26767028889775,29.400363842785648,53.79156607438081,107.10347301920419
2022-01-02 06:00:00,1,0.4398293387770603,67.79595234325711,28.382984412785397,48.510446562285175,83.04592639180157
2022-01-02 07:00:00,1,0.6852278184508938,63.886333729311275,30.273607348458707,51.093464081516544,103.92550069635229
2022-01-02 08:00:00,1,0.4986502775262066,66.94922680398726,29.934812035917265,49.80927834917001,96.71245993587904
2022-01-02 09:00:00,1,0.39422890710440994,68.59184742013626,29.08518461073107,45.85784214858585,83.65050714733533
2022-01-02 10:00:00,1,0.5822544912103189,78.33605800425877,28.909462247365667,46.031025266626685,102.79403272649458
2022-01-02 11:00:00,1,0.37791563500289777,80.97506014563875,30.365672318090873,49.38413912738698,97.29650915263552
